Word	Val_N	Val_M	Val_SD	Ar_N	Ar_M	Ar_SD	Con_N	Con_M	Con_SD	length	Cluster	Freq	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI
Zahnbürste	43	5.88	2.00	30	1.47	1.66	26	9.58	0.90	10	3	25557	oszillierend-rotierend	ADJ	10	99.3354314967726	brauchen	V	78	97.6102954579341	bearbeiten	V	37	96.6755372200831	eigen	ADJ	121	96.1704540749883	Triumph	NN	23	95.8116124152788	batteriebetrieben	ADJ	16	95.5347534637763	Socke	NN	25	94.7438969537314	Zahnreinigung	NN	17	94.1384452024947	Kind	NN	118	90.7561187001383	gleich	ADJ	29	9.97889885095956
Zahnstocher	23	4.17	1.72	23	1.39	2.31	31	9.61	1.80	11	3	7143	Wattestäbchen	NN	14	99.1115774017057	fixieren	V	145	958.322758296265	feststecken	V	96	925.849418444423	klein	ADJ	71	90.5988642614576	einzeln	ADJ	12	9.45759285745355	helfen	V	11	9.19264407805142	auftragen	V	19	86.8694704037376	Zahnseide	NN	12	84.806321056541	anstechen	V	11	84.1929783952203	verwenden	V	35	81.4758653865513
Kategorie	25	5.28	1.49	24	1.33	1.63	26	3.58	3.16	9	1	503276	Lebenswerk	NN	242	992.353493747132	übergeordnet	ADJ	292	991.44347319692	Kategorie	NN	520	991.32378101477	Satire	NE	31	99.9579949932803	Hörbuch	NN	54	99.5886424018312	Erkältung	NN	55	99.3044379196496	Hurrikan	NE	32	99.3025905666554	Event	NE	35	99.1265632894181	denken	V	1072	987.92951171961	erstellbar	ADJ	20	98.8056066202517
Industrialisierung	28	5.32	1.56	20	3.45	2.86	25	6.16	2.73	18	1	33710	Internationalisierung	NN	21	97.0356785320501	beginnen	V	375	964.101005285608	Bergbau	NN	24	94.9334719814246	hervorgerufen	ADJ	20	94.7913591824228	spät	ADJ	107	93.7970759180205	geprägt	ADJ	32	92.7676165126685	Beginn	NN	1854	9179.68384226716	Modernisierung	NN	173	902.787309813165	siedeln	V	22	90.8925523932716	Elektrifizierung	NN	17	90.752762000375
Festival	33	6.42	2.77	12	4.67	2.57	22	5.59	3.20	8	4	273027	Rock	NE	242	992.240706293137	mausern	V	31	99.9698915920373	Tokio	NE	47	99.8096385966442	Interlake	NE	28	99.8088707497189	Green	NE	47	99.7823528799765	beachtet	ADJ	36	99.6360664652625	Bitfilm	NN	13	99.6274816764667	Groningen	NE	26	99.4602851180314	Image	ADJ	21	99.3794102642795	Schloss	NE	47	99.2953018893058
Bestand	31	5.84	1.66	24	2.00	1.96	16	4.56	3.22	7	1	239868	Neubau	NN	334	993.030548456424	bedeutend	ADJ	415	991.133074213	energetisch	ADJ	59	99.9050024393202	lückenlos	ADJ	40	99.3273399530755	Änderung	NN	128	99.2127673724615	Schwerpunkt	NN	108	99.2024006285888	ausdünnen	V	26	99.0204976773963	weiter	ADV	1006	986.385748966237	ewig	ADJ	435	983.109761395635	Urkunde	NN	59	98.8960147169908
Nacht	23	6.78	2.32	21	4.67	3.38	20	8.90	1.62	5	3	1300781	Kreatur	NN	375	997.259474468048	1001er	ADJ	137	995.145739716792	woanders	ADV	123	99.9625259054649	undurchdringlich	ADJ	46	99.9475441285275	Fliegeralarm	NN	29	99.8878074391295	Polarlicht	NN	36	99.8577933632281	laufen	NN	109	99.7719632513544	davorliegend	ADJ	25	99.7563568718686	unheilvoll	ADJ	47	99.6083312721163	durchheult	ADJ	14	99.3340499664686
Widerspruch	28	3.75	2.17	31	5.03	2.40	17	4.12	2.93	11	2	294441	Sozialismus	NN	53	99.5648947307413	ungeachtet	P	43	99.5374796827384	klingen	V	148	99.1312305547484	begreifen	V	74	99.0204314824439	erheben	V	2391	9811.62717169967	ausschließend	ADJ	26	98.9020713788856	Unsicherheit	NN	61	98.7163066365831	Gott	NN	331	98.5776440218013	Beschwerdeführerin	NN	41	98.338063202793	Grundsatz	NN	82	98.3219970030857
Hüter	31	5.71	2.24	23	2.74	2.43	25	4.84	3.01	5	1	9128	Planet	NN	28	99.2174638805956	Hort	NN	18	98.3988712549768	Wahre	NN	15	98.0874967874771	Geist	NN	35	98.0056351297803	Wasser	NN	47	94.7000918137814	Menschenrecht	NN	24	91.6300208590742	Paradies	NN	21	89.5294264808195	alt	ADJ	68	89.4787495591131	Tempel	NN	23	89.1197672577093	Bibliothek	NN	26	88.2300994348213
Sauberkeit	35	6.77	2.52	17	3.88	2.42	12	7.58	2.54	10	3	35417	sehr	ADV	305	99.5507157195166	hygienisch	ADJ	171	973.936085385653	Maß	NN	53	97.8744531164516	moralisch	ADJ	38	97.7910275964095	Fahrgastinformation	NN	14	97.5031382823569	etc.	ADV	64	96.4268053224975	Trockenheit	NN	23	96.0703939937588	Bord	NN	40	93.6364435674431	verantwortlich	ADJ	48	93.4642635007842	Schmutz	NN	25	92.5023266744698
Profi	24	6.04	2.58	18	3.78	3.02	23	5.61	2.76	5	1	230137	mögen	V	481	99.3618569614534	sowieso	ADV	117	99.0692352816915	sogennant	ADJ	72	98.9957658155696	angehender	ADJ	26	98.8638381177031	unterstützen	V	181	98.5370179001411	Photoshop	NN	39	98.2971197510953	anheuern	V	30	98.2667087072128	sein	V	22484	9721.8205342612	erfahrener	ADJ	229	972.693629481546	hallo	NE	171	97.9657320190667
Verschmutzung	26	1.85	1.59	24	3.33	3.12	23	7.17	2.77	13	2	36046	Luft	NN	305	999.123292725842	Rost	NN	27	99.9528382859298	groß	ADJ	285	99.1073138431103	los	ADJ	39	97.1434825029178	bakteriell	ADJ	24	96.4550892005752	Verbauung	NN	15	96.1819730263688	erhöht	ADJ	44	95.601320707303	entfernen	V	247	946.373812333562	angetrocknet	ADJ	14	94.4378348106373	Taubenkot	NN	13	94.0558422120923
Zigarre	30	3.77	2.39	22	3.00	2.49	22	8.50	3.04	7	3	26668	Hut	NN	31	99.7373839343968	Schachtel	NN	23	99.3298914278505	Lounge	V	16	98.7218493457599	Tabakware	NN	17	98.6100330075437	geliebt	ADJ	30	97.8122345294433	riechen	V	31	96.0745022800073	paffen	V	104	956.445355004018	Sonnenbrille	NN	22	95.2549865305763	Tabak	NE	17	92.9333976436772	bei	P	409	91.087741153287
Markt	26	6.08	2.08	20	3.50	2.16	18	7.94	1.86	5	3	1406412	Kraft	NN	1380	990.153679148131	Spielkonsole	NN	43	99.9482835657378	Galerie	NN	142	99.9266216112841	Biokraftstoff	NN	53	99.8324278965777	Alternative	NN	358	99.7532916571915	spiegellos	ADJ	28	99.7163798399855	grenzüberschreitend	ADJ	91	99.6171896106164	Bedarf	NN	347	99.5552992459855	Postdienstleistung	NN	27	99.4720072301269	Ernährungswirtschaft	NN	35	99.4148889312847
Gewinnung	20	6.10	1.86	31	3.52	2.73	18	4.22	2.88	9	1	46989	Tagebau	NN	23	99.8824876668954	Lehrkraft	NN	37	99.7457610549433	Pflanze|Pflanzen	NN	55	99.4188648526144	Nahrungsmittel	NN	36	99.4123927778758	Rapsöl	NN	21	99.068020885571	Projekt	NN	106	98.9686536677162	natürlich	ADJ	78	97.9666694603779	Franchise-Nehmer	NN	18	97.7546220507009	Prozesswärme	NN	16	97.6680298505862	Aktion	NN	72	96.5790563498632
Gleichnis	23	5.91	2.04	18	2.89	2.11	29	5.66	3.03	9	1	32853	veranschaulichen	V	24	98.9966467055379	Märchen	NN	31	98.8510104125972	Pointe	NN	21	97.9294172509103	Gott	NN	364	965.784855724218	Zöllner	NN	19	96.9484831259784	homerisch	ADJ	15	96.7503484253997	Jesu	NE	1468	9548.16038066501	Festmahl	NN	17	95.6228679168419	wunderbar	ADJ	46	94.5513486337076	ausdrücken	V	35	92.6313463820705
Seminar	23	5.52	1.73	19	2.84	2.99	19	6.63	2.75	7	3	470122	erst	ADJ	2565	993.21926237283	besucht	ADJ	290	991.018285088436	Hauptteil	NN	39	99.3088819134102	Bachelorarbeit	NN	34	99.1205112492132	Psychologie	NN	76	99.0567839290977	Qualitätsmanagement	NN	44	98.8855681344561	einfließen	V	61	98.4978886567265	umfasst	ADV	41	98.2381000630709	landeskundlich	ADJ	28	98.2175639955624	beinhalten	V	458	979.23339372422
Norm	30	4.40	2.19	27	3.07	2.83	18	4.11	3.79	4	1	214630	entwickelt	ADJ	72	99.9400261696488	erklären	V	205	99.9070936138639	geteilt	ADJ	43	99.686598545921	unverzichtbar	ADJ	54	99.5057211772736	überholt	ADJ	35	99.152629342387	an	P	3567	982.489033294285	erfasst	ADJ	36	98.9798043040529	herausgegeben	ADJ	38	98.6052247046661	z.B.	NN	251	98.4176017820231	branchenüblich	ADJ	23	97.17307761435
Parlament	30	4.73	1.87	23	3.43	3.19	25	7.56	2.55	9	3	306135	Gesetzentwurf	NN	272	994.054653229051	bekräftigen	V	44	99.8528040169591	a.D.	NN	31	99.6313700213151	aserbaidschanisch	ADJ	23	99.6248498421669	Wahlkreis	NN	45	99.4651568986998	fernhalten	V	38	99.4223425274334	Straßburger	ADJ	184	987.654521562847	eingesetzt	ADJ	70	98.9036858787943	Judikative	NN	24	98.6174389899202	kenianisch	ADJ	28	98.3319573382759
Klasse	17	5.71	1.53	18	4.06	3.08	17	6.18	2.51	6	1	1295780	Englisch	NN	525	999.355807351576	Mathematik	NN	495	992.366876513956	Dressursport	NN	23	99.9469323610111	Schnellzugwagen	NN	22	99.7821364278758	Max-Planck-Gymnasium	NN	26	99.6539095217095	einschließlich	ADJ	52	99.5707339872865	Flötengruppe	NN	23	99.4553988834951	Lessing-Gymnasium	NN	24	99.3739971002331	vierthoch	ADJ	24	99.3739971002331	leistungsschwach	ADJ	37	99.3698427527211
Verehrung	26	6.00	2.37	20	5.10	3.21	27	4.37	2.86	9	4	33507	fanatisch	ADJ	23	99.3870969112441	Sri	NE	27	99.1528037875018	Papst	NN	37	99.1443523584655	abnötigen	V	14	98.5130072689151	genießen	V	269	979.976057088036	König	NN	48	97.1773204105616	übergroß	ADJ	22	96.116929014836	allerheilig	ADJ	14	96.0579071353515	entgegenbringen	V	150	954.301611900033	bedingungslos	ADJ	26	95.0904434947375
Reinlichkeit	29	6.07	2.33	38	3.84	2.64	16	7.00	2.31	12	3	2609	äußer	ADJ	22	91.6526031137597	Ordnung	NN	158	881.975171459568	sein	V	243	87.8289879480112	Pünktlichkeit	NN	12	84.2381731275867	an	P	84	82.1812526796928	Kind	NN	12	8.89473795926525	über	P	27	8.86298025585646	wichtig	ADJ	10	8.38699028435526	für	P	122	78.9982463839197	öffentlich	ADJ	28	76.602721038077
Film	23	7.30	1.46	19	4.32	2.43	22	7.86	2.27	4	4	2671171	hochempfindlich	ADJ	244	994.404448019297	abliefern	V	501	990.376087651251	@ord@	NN	230	99.9893849798439	kongenial	ADJ	59	99.93284635678	Cabaret	NE	37	99.915647829713	Oskar	NN	23	99.8953066174499	thematisiert	ADJ	43	99.8867686990352	Begleitheft	NN	41	99.8713372327942	zusehen	V	133	99.7482235822184	Diaserie	NN	24	99.7312340292197
Explosion	32	2.78	2.30	24	7.04	2.63	23	8.78	1.93	9	2	84173	verursacht	V	28	97.6329387906097	Reaktorkern	NN	17	97.4946664545116	ähnlich	ADJ	114	96.3777795790112	Kohlekraftwerk	NN	28	96.3065961582965	schützen	V	72	96.0682140293025	Munitionsdepot	NN	16	95.9634209082395	Jacht	NN	19	95.6888278220424	aufgrund	P	106	95.2230189196896	Schlägerei	NN	25	94.6846090851507	Weltall	NN	27	93.9842720606513
Charakter	26	7.23	1.97	19	5.26	2.94	24	4.08	2.57	9	4	704485	defensiv	ADJ	328	998.792289562309	privat	ADJ	932	996.761558055776	verschieden	ADJ	5854	9954.44483322463	eigentümlich	ADJ	271	995.794891116444	essayistisch	ADJ	28	99.9587031952786	unaufdringlich	ADJ	40	99.7619520724033	filmjournalistisch	ADJ	14	99.7017899402688	gleichsam	ADJ	71	99.5824110958807	Diablo	NE	42	99.56752759467	völkisch	ADJ	42	99.4805324459458
Expedition	22	7.23	2.18	24	5.08	2.80	22	5.55	2.56	10	4	55665	Polarforscher	NN	16	99.6539040837007	erkunden	V	37	99.2144476545539	archäologisch	ADJ	202	982.639948482378	Amazonasgebiet	NN	18	98.9156809150303	mitnehmen	V	45	97.0326043392479	Fahrtleiter	NN	14	96.7678687396592	vierwöchig	ADJ	21	96.0987837242166	Ausgrabung	NN	26	95.0011502086106	Schiff	NN	58	94.6871426356982	dauern	V	67	93.7896167563342
Geschütz	19	1.58	1.46	27	4.48	2.98	19	6.42	2.89	8	2	32185	gießen	V	28	98.6298305022588	Kanonier	NN	15	98.074041119132	scharf	ADJ	250	977.937203823974	Schuss	NN	34	97.4608310236418	Bord	NN	40	97.4368908598572	drehbar	ADJ	20	94.3718317928278	Kaliber	NN	155	930.969695484734	armieren	V	12	93.7749860771055	aufgestellt	ADJ	26	93.5782062593675	Wagen	NN	42	93.0221051226422
Fernseher	31	5.35	2.20	19	3.42	2.71	26	9.27	1.25	9	3	223099	Minibar	ADJ	19	99.9967701428481	HDMI-Anschluss	NN	18	99.8182429060646	Notebook	NE	34	99.7553311473155	verstecken	V	69	99.5582570927626	Abstand	NN	104	99.2770304809385	Videoeingang	NN	16	99.2454260177061	Bluray-player	NN	16	99.1194411148116	Esstisch	NN	28	98.8322429098311	anbringen	V	64	98.7454249956316	Einstellung	NN	111	98.7390965711985
Begebenheit	21	5.33	1.24	27	2.52	2.26	19	3.79	1.99	11	1	47996	haarsträubend	ADJ	23	99.2120183844293	erstaunlich	ADJ	45	99.1658602093823	topographisch	ADJ	22	98.8633108703542	zugrunde	ADV	37	96.3654031189099	vorgefallen	ADJ	14	96.0182740776884	Szene	NN	58	94.3385813118844	erfahren	V	68	93.1874241045551	schaurig	ADJ	21	93.0670981637473	harmlos	ADJ	35	91.7668350854626	unterschiedlich	ADJ	105	91.2299547572229
Aktivität	24	7.42	1.95	24	5.25	2.57	21	4.95	2.56	9	4	611083	Vereinsmitglied	NN	60	99.9693155858865	Gehirnareal	NN	23	99.2745166015419	cyberkriminell	ADJ	15	99.2579217440676	Gelingen	NN	57	99.194118673307	physisch	ADJ	429	984.374680976733	Freizeitgestaltung	NN	45	98.7668126975571	denkbar	ADJ	113	98.6616746851071	rührig	ADJ	35	98.6173753343239	zurückfahren	V	44	98.4446212411695	freisetzen	V	58	98.4097751810026
Zusatz	20	5.65	1.76	16	1.44	1.55	19	3.53	3.12	6	1	105793	bauchemisch	ADJ	15	98.7615723635043	Kochsalz	NN	20	98.3573383012632	Sachtitel	NN	115	978.499553954461	e.V.	NN	261	974.521775223395	Süßreserve	NN	13	97.9036834552943	Soda	NE	21	96.7605851920781	eingefügt	ADJ	24	96.7102067407811	metallhaltig	ADJ	15	96.7044577150422	Nahrungsmittel	NN	42	96.6918694372541	nötig	ADJ	88	96.0072036953931
Wahn	29	3.07	3.06	16	8.25	2.11	23	5.35	3.27	4	2	30955	Mensch	NN	147	99.3008597798032	neigen	ADJ	19	98.5821731310058	leiden	V	46	98.4129782602433	atomar	ADJ	25	97.7446152747451	Macht	NN	46	96.8860301219391	systematisiert	ADJ	14	96.5449830497467	irre	ADJ	24	96.2254578471565	menschlich	ADJ	53	96.0813603760679	blank	ADJ	25	94.1657633586422	Angst	NN	55	93.6243164936431
Aufopferung	21	4.71	2.55	18	6.39	2.25	25	4.44	3.25	11	2	4167	selbstlosen	ADJ	13	97.4112467911607	selbstlos	ADJ	15	97.3303488842941	ehrgeizig	NN	10	95.3999205032841	Mühe	NN	23	94.3560019435533	persönlich	ADJ	37	88.7612223379546	Akt	NN	18	88.3763786743257	von	P	187	76.7717397519752	heilig	ADJ	22	74.7111921007913	Entbehrung	NN	11	73.398608880137	Tapferkeit	NN	11	72.6993367422542
Damm	21	5.33	1.43	21	2.29	2.61	19	8.11	3.18	4	3	46709	van	NE	38	99.970265305216	Hoover	NN	13	99.0353776304461	werden	V	2415	988.0061096736	ersetzen	V	52	98.7671696631022	Haselhorster	NN	10	97.3783886302706	aufm	P	26	96.8530280262019	Landmaschinenfabrik	NN	12	96.2145762255013	Kölner	ADJ	39	95.3814285147842	Teltower	ADJ	116	944.958745485713	Brücke	NN	248	940.677507311863
Roboter	37	4.30	2.22	32	2.53	2.77	16	8.88	1.82	7	3	83686	brauchen	V	146	99.0572721587811	denkend	ADJ	32	99.0444034398205	Team	NN	104	98.3895908743303	Humanoide	NN	17	98.3482034548317	Fernsteuerung	NN	23	98.0826924132792	eigenständig	ADJ	52	98.0754529698186	bevölkert	ADJ	19	96.1500300523058	perfekt	ADJ	80	95.9517826459912	Agent	NN	34	95.6230557079273	verfügen	V	80	95.4443182498873
Vorstand	37	4.86	2.34	21	2.62	2.71	24	7.08	2.32	8	3	554526	5.	ADV	380	997.55550853227	Schmitt	NE	58	99.8833239941241	Gesamtverband	NN	30	99.6830850578156	Gliederung	NN	51	99.486052192526	TÜV	NE	64	99.4196831062727	grün	ADJ	218	99.4119508593246	seinerseits	ADV	56	99.2216452318969	Aufnahmebeschluss	NN	14	99.1303427157345	Forschungsplanung	NN	17	99.0554662330996	siebenköpfig	ADJ	184	986.916848778926
Gold	34	6.59	2.23	22	4.82	2.92	17	9.24	1.20	4	3	378280	Grün	NN	308	988.562033709308	Gelb	NN	235	986.674886677603	Ruf	NN	95	98.9782319316673	Helferabzeichen	NN	12	98.9119983928185	zurückholen	V	41	98.7882678619254	verzieren	ADJ	21	98.5328226199884	Quest	NE	35	98.4702804494868	Kurs	NN	159	98.3208377044555	Reiki	NE	44	98.3022121160536	sagenhaft	ADJ	46	97.9703952706775
Subkultur	31	5.10	1.81	26	4.88	2.36	20	4.00	2.85	9	1	17131	subversiv	ADJ	18	97.5705308899424	literarisch	ADJ	30	96.1652300537255	politisch	ADJ	62	95.1750090749159	links	ADJ	26	94.7300491107195	Kultur	NN	244	936.676593237183	Musik	NN	53	90.8425791026526	etc.	ADV	14	9.98144277914728	Konzept	NN	11	9.27624359463745	gesamt	ADJ	17	9.0363246844642	jugendlich	NN	145	896.494180366709
Kollege	17	6.94	2.01	23	4.04	2.82	18	7.61	1.94	7	4	849063	ehrenwert	ADJ	42	99.8612714970028	Harvard	NE	46	99.6472095334158	Ismail	NE	32	99.5995128330318	rächen	V	54	99.5444531855146	mahnen	V	63	99.3933344494394	Name	NN	726	99.2461591244311	Schulleiter	NN	71	99.1768155733703	inhaftiert	ADJ	41	99.0825442488991	vertretend	ADJ	38	98.9247501346207	Fred	NE	76	98.9136046783329
Büstenhalter	24	7.13	1.87	17	4.00	2.89	22	8.45	2.63	12	3	2084	Höschen	NN	12	95.1469191802236	Mieder	NN	11	94.0031839601208	groß	ADJ	17	9.6975113046811	mehr	ADV	14	9.46990217641977	klein	ADJ	12	9.26274806543751	schwarz	ADJ	25	86.2304778331778	Trage|Tragen	NN	14	81.8288551785042	lassen	V	12	8.37057757550309	über	P	21	8.05896266179415	verbrennen	V	15	78.7834391079316
Willkür	19	2.42	2.61	27	6.48	2.65	23	3.70	3.07	7	2	39148	Belieben	NN	27	99.9768380774907	grenzenlos	ADJ	28	99.9379222425928	Menschenrechtsverletzung	NN	25	99.7754636885136	gesetzlos	ADJ	16	99.6182354410866	ausgeliefert	V	18	97.6253104742791	kommunistisch	ADJ	33	97.4150237360545	Gott	NN	95	97.1033460089512	sadistisch	ADJ	20	95.8283383769493	Amt	NN	50	95.6933145470992	bedeuten	V	65	95.2486172187076
Inbegriff	23	4.61	1.59	13	2.46	2.99	22	3.68	3.64	9	1	24552	Urlaub	NN	49	98.2376030928806	Weiblichkeit	NN	142	971.541566712763	Gastlichkeit	NN	18	97.3742948393899	Schrecken	NN	27	96.4465394307408	zeitloser	ADJ	16	95.4981617933108	Stil	NN	40	94.7372377625693	Seligkeit	NN	18	94.661413469071	Wildnis	NN	22	93.7585024400366	Jahrzehnt	NN	42	92.7513967195577	Hässlichkeit	NN	16	92.3316308019647
Autobahn	24	5.33	2.71	26	4.73	2.88	18	9.11	1.32	8	3	248831	Deutschland	NE	1165	997.961946691981	Maut	NN	189	990.517820297332	Ausfallstraße	NN	22	99.9329695974448	einbiegen	V	29	99.8900361456683	Rechtsfahrgebot	NN	19	99.0707194341962	meiden	V	265	985.847950787136	tschechisch	ADJ	54	98.5449777306935	ca	NE	46	98.4266247864369	Feldweg	NN	36	98.3814409319188	Verkehrsfluss	NN	24	98.1841976828587
Schmetterling	36	8.31	1.94	28	5.46	2.73	20	8.80	2.42	13	4	58049	tagfliegend	ADJ	10	99.7152739255203	bedroht	ADJ	31	99.6211071269975	Brasilien	NE	41	99.0234451861199	umschwärmen	V	16	97.1172051577066	schön	ADJ	565	968.459610134189	bewundern	V	35	96.831026888514	stechen	V	32	95.7121639372297	Amazonas	NE	21	95.5681539578774	Nahrung	NN	41	95.5591659617754	besonders	ADV	134	94.4558775830229
Zitat	23	6.48	2.19	20	2.60	2.64	15	6.47	3.64	5	3	838230	&quot;	V	823	997.068075226601	wörtlich	ADJ	2032	9927.35837275619	Ende	NN	4928	9911.27883387325	Mark	NN	122	99.8680995904784	benutzt	ADJ	54	99.2279011648332	grundgelehrt	ADJ	14	99.08649124935	Marietta	NE	179	982.573547330694	lauten	V	505	982.018037086204	(phpbbemo)	ADJ	155	98.7204316182136	Beförderungsfall	NN	17	98.6366772737917
Unterricht	37	4.92	2.02	20	3.50	2.84	19	7.32	2.71	10	3	460397	aufpassen	V	355	998.628853697917	hospitieren	V	171	994.770995733594	außerschulisch	ADJ	259	992.988042816054	Klassenarbeit	NN	34	99.7854622650368	Literatur	NN	143	99.2175573303361	ergänzen	V	491	989.628640655979	binnendifferenziert	ADJ	133	987.492624294092	klassisch	ADJ	625	983.20685158674	gehalten	ADJ	69	98.7085081162012	Lehrende	NN	48	98.5887631652263
Grab	26	2.77	2.25	16	4.75	3.32	28	9.29	1.15	4	2	200214	bereiten	V	78	99.8870225303446	gießen	V	45	99.8042879057216	Galicien	NN	18	99.6469962692279	unentdeckt	ADJ	32	99.6025657972874	Heiligtum	NN	36	99.5143328256442	weisen	V	114	99.4386771587088	Korinthische	ADJ	15	99.2698924175908	übertüncht	ADJ	114	986.680984910129	Siedlungsrest	NN	17	98.9911595217155	schmucklos	ADJ	24	98.8943135537179
Kampagne	23	5.04	1.15	26	4.69	2.87	28	5.75	2.70	8	1	276442	Direkt-Marketing	NN	16	99.9353768278878	prämiert	ADJ	31	99.922615013191	rechtspopulistisch	ADJ	28	99.279857664613	Bundesumweltministerium	NN	195	985.063742855696	weiterführen	V	51	98.8045490187293	PPP-Irrweg	NN	12	98.7347286365722	Wiederwahl	NN	34	98.7223160633811	Bundesverband	NN	55	98.6892806472795	Rechtsextremismen	NN	43	98.5304085269441	Erstellung	NN	71	98.5249472593726
Album	23	6.57	2.13	21	2.76	2.57	14	8.07	2.53	5	3	826612	sämtliche	ADJ	115	99.963802315058	86er	ADJ	23	99.9050841365521	Konzert	NN	238	99.7831327665787	Zahltag	NN	28	99.7828162871525	Musikstück	NN	54	99.7383082875669	91er	ADJ	24	99.2975395708125	songorientiert	ADJ	19	99.2535000561354	hörend	ADJ	42	99.201753069541	BAP	NE	33	99.1596957092666	Tracknummer	NN	19	99.118107559226
Einteilung	18	4.39	1.38	28	2.50	2.47	22	4.18	3.13	10	1	50648	Unterscheidung	NN	33	99.8847194892403	Schüler	NN	84	98.8176531178427	Bezirk	NN	39	98.1948539283592	Skala	NN	27	97.7094941376283	Auflistung	NN	28	97.4864412337995	ergeben	V	67	97.3705042622002	zeitlich	ADJ	261	964.271141050681	jedoch	ADV	156	96.7748891964453	gültig	ADJ	45	94.9646633769585	Kleingruppe	NN	25	94.8600095231601
Erschöpfung	21	3.24	1.73	26	4.96	3.10	20	6.75	2.43	11	2	38958	durch	P	860	999.779087982126	Luftnot	NN	17	99.5170182862493	psychosomatisch	ADJ	25	99.1288370645711	Zustand	NN	293	987.831542818632	mangelnd	ADJ	39	98.8022001166296	allgemein	ADJ	352	976.884037403015	Schläfrigkeit	NN	16	97.5301740742	Blutverlust	NN	18	96.951463832771	fortschreitend	ADJ	27	96.6449500095085	utopisch	ADJ	24	96.1593640936177
Profession	26	5.85	1.97	30	4.17	2.79	15	5.40	2.87	10	1	18881	beteiligt	ADJ	190	971.76422054587	Weiterentwicklung	NN	29	93.3241073626758	Ebene	NN	11	9.88222937947167	kosten	V	12	9.6167905682795	erkennen	V	17	9.57608653913004	Verfahren	NN	12	9.56445275907883	handeln	V	16	9.54966866494455	Generation	NN	10	9.44952461901858	bezahlen	V	11	9.40613133678206	bilden	V	15	9.16338524766774
Sanktion	25	4.16	2.51	31	5.13	2.87	26	4.54	3.35	8	2	74319	arbeitsrechtlich	ADJ	180	990.771796494032	Eingliederungsvereinbarung	NN	19	99.9887787370216	Rücknahme	NN	28	99.7762875939769	Prävention	NN	38	99.4049702170246	reichen	V	103	99.3974389245369	repressiv	ADJ	26	99.2558364212337	hinnehmen	V	41	99.1087868454531	aufheben	V	275	987.020324148642	zwingen	V	59	98.9475806895373	sofortig	ADJ	44	98.3060452145326
Ingenieur	29	6.21	2.29	14	1.00	1.96	23	7.48	2.69	9	3	160716	Westenthaler	NE	121	996.010575046761	e.	ADJ	53	99.544978221291	Bautechniker	NN	17	98.5969512516167	erfolgreich	ADJ	191	98.5243043282849	etc.	ADV	137	98.498246570501	tüchtig	ADJ	34	98.0505799715263	Arbeitsfeld	NN	32	97.9130145680578	Arbeitswelt	NN	38	97.8501984779541	Einstiegsgehalt	NN	20	97.5868932610796	Berufswelt	NN	25	97.5095498192369
Einkauf	26	5.88	1.70	16	3.75	2.84	14	6.43	2.62	7	1	159053	umweltfreundlich	ADJ	44	99.9908415583607	Fachkaufleute	NN	14	99.4283712998625	Auftragsabwicklung	NN	22	98.0892977765005	beladen	V	33	97.8977774449264	zahlreich	ADJ	558	962.04849866876	einpacken	V	36	96.3435669912941	Nicht-Produktionsmaterial	NN	11	96.2918998588499	Fachabteilung	NN	27	95.4202101312463	zwischendurch	ADV	55	95.3626650952264	Materialbeschaffung	NN	18	95.0056611530375
Trick	31	5.10	2.07	23	3.48	2.61	18	4.61	2.97	5	1	225938	taktisch	ADJ	293	999.865465659591	Idee	NN	203	99.8373527444585	mental	ADJ	49	99.3634700064698	Satan	NE	40	98.9366931566925	demagogisch	ADJ	23	98.8248845421779	besiegen	V	56	98.741591590257	Ra	NE	26	98.7282422650166	Roulette	NN	27	98.6346630858738	Umgehung	NN	31	98.5438060758234	uralt	V	26	98.1871122072057
Subversion	18	4.89	2.49	24	4.67	3.20	22	3.59	2.79	10	1	5267	als	P	124	97.1738421212387	Integration	NN	26	96.5271146390135	Widerstand	NN	25	90.124871646742	sein	V	355	9.92558810298419	über	P	48	9.17229914281286	durch	P	92	86.5352008221645	Strategie	NN	23	82.0835413459242	installieren	V	24	79.7524683067337	Begriff	NN	28	79.3226096472629	politisch	ADJ	36	77.9118395312816
Fruchtbarkeit	21	6.52	2.25	13	4.08	3.30	19	5.63	2.75	13	4	26912	senken	V	35	99.5858839255487	Nutzungsdauer	NN	19	98.4803463465853	anregen	V	31	98.0235460856229	Kuh	NN	29	96.2827673254771	gefährden	V	32	95.5181139829315	Zeichen	NN	246	941.763584361232	Sicherung	NN	32	94.6693118111492	Lebendigkeit	NN	20	94.6381511676521	Liebe	NN	279	938.947029864609	Ehe	NN	34	93.5189562465318
