Word	Val_N	Val_M	Val_SD	Ar_N	Ar_M	Ar_SD	Con_N	Con_M	Con_SD	length	Cluster	Freq	Avrg_Cosine
Geisel	20	3.15	3.57	20	5.95	3.10	18	7.94	2.58	6	2	30164	0.06557037937750307
Presse	31	4.68	1.45	28	4.82	2.29	15	7.40	2.90	6	2	343570	0.09011018030957035
Hergang	20	4.75	1.37	29	2.97	2.58	21	3.71	3.24	7	1	5196	0.08707385716338742
Gefährte	15	7.80	2.27	20	4.65	2.23	19	6.89	2.45	8	4	1	0.0
Strophe	28	5.64	1.37	22	1.91	2.67	11	6.55	2.38	7	3	50163	0.05013711803468445
Bilanz	27	4.81	1.82	19	3.26	2.23	15	5.07	3.39	6	1	180204	0.10659751313326568
Niete	19	1.95	1.78	20	3.60	2.14	18	5.78	2.76	5	2	1	0.0
Eimer	19	4.89	1.82	23	1.04	1.33	18	8.28	3.34	5	3	71425	0.22211623700295127
Bemerkung	25	5.24	1.79	21	3.33	2.01	34	4.71	3.00	9	1	147828	0.15012884060191167
Atom	26	5.35	2.67	27	5.11	3.43	18	7.28	3.34	4	4	84563	0.08650187906028182
Rechteck	33	5.55	1.23	12	0.58	0.79	19	8.47	2.12	8	3	26988	0.04052042169080174
Armut	27	2.00	2.17	20	6.60	2.35	25	5.92	3.15	5	2	196722	0.13291997940698386
Knochen	27	4.78	1.93	26	2.73	2.22	22	9.32	1.46	7	3	174333	0.07452207130350158
Begrüßung	28	6.86	1.96	17	4.41	2.06	24	7.29	2.66	9	4	91386	0.09506412831962181
Natur	27	8.48	2.08	27	5.19	2.73	19	6.68	3.18	5	4	1132010	0.16251087126988487
Bett	25	7.72	2.32	20	3.90	2.29	19	9.42	1.30	4	3	576847	0.11927695617164526
Politiker	37	4.19	1.98	32	4.69	3.37	22	7.59	2.32	9	2	519625	0.09667381443665915
Tapferkeit	34	7.44	2.09	24	5.33	2.63	21	4.52	2.64	10	4	12839	0.056519692949886895
Gestein	40	5.25	2.06	17	1.29	2.02	18	6.78	2.73	7	3	55331	0.14574642687038813
Knopf	25	5.32	1.44	19	1.53	1.71	33	9.09	1.86	5	3	107669	0.06960667156422372
Forschung	17	7.35	1.84	31	4.32	2.50	23	5.00	2.66	9	4	625912	0.15457167494354584
Wahrung	18	5.00	1.88	24	1.96	2.05	16	3.38	2.83	7	1	44233	0.06930207001837668
Flüchtling	27	2.44	1.85	30	5.93	3.03	17	7.53	2.45	10	2	190506	0.09092257789912386
Wirt	32	5.41	1.78	17	2.53	2.10	19	7.89	2.21	4	3	82681	0.06820877253305023
Klärung	27	4.63	2.91	20	4.15	2.87	23	3.48	2.84	7	1	83741	0.07597422480504534
Zentrum	26	5.15	1.83	29	2.55	2.28	27	6.63	2.57	7	3	672563	0.08335297571139773
Trainer	22	5.27	1.75	13	3.00	3.16	20	7.90	1.55	7	3	715882	0.024273202143018438
Gemisch	23	4.65	0.93	23	2.35	2.57	29	5.34	3.27	7	1	37093	0.1224814922932402
Küste	22	7.95	2.13	30	5.83	3.12	25	8.96	1.79	5	4	222291	0.07541179300342277
Herstellung	27	5.70	1.66	21	2.76	2.74	21	6.10	2.83	11	1	287502	0.15659324548282683
Palme	35	7.43	2.32	21	2.86	2.43	29	8.86	2.47	5	3	60958	0.0827613156423481
Revolver	35	3.46	3.18	28	5.54	2.46	18	8.56	3.01	8	2	13896	0.051649472940342084
Datum	27	5.19	1.75	21	1.48	2.02	27	7.70	2.46	5	3	1861544	0.12256501949256242
Satz	24	6.04	1.81	25	1.76	1.90	19	7.21	3.03	4	3	1332715	0.046592596104469204
Notwehr	22	3.55	2.79	41	7.15	2.94	24	5.33	2.63	7	2	13074	0.0824402787568552
Benennung	26	5.15	2.03	20	1.65	2.25	29	4.41	3.71	9	1	30684	0.1134905809678938
Größe	31	6.03	1.80	20	3.25	2.97	18	6.61	2.89	5	3	941850	0.14841691244658592
Elan	26	7.15	2.11	26	5.46	2.61	22	5.55	3.20	4	4	13587	0.06501582377308054
Zahl	36	5.75	2.13	30	2.17	3.13	28	8.18	2.79	4	3	1434987	0.05858367977891978
Arena	19	5.74	2.47	31	3.77	2.92	26	7.77	1.99	5	3	102315	0.033658936339336955
Stoff	27	5.78	2.01	21	2.00	1.70	8	4.75	3.49	5	1	492876	0.09418803722440144
Basis	23	6.09	2.27	24	3.17	2.91	27	4.96	3.30	5	1	700837	0.12290484923523992
Anerkennung	25	8.32	2.59	23	5.65	2.25	24	5.58	2.72	11	4	322391	0.12384405793846165
Platz	24	5.13	2.29	22	3.14	2.42	21	6.48	3.14	5	1	3078799	0.06696075165472774
Feder	24	7.08	2.19	19	2.84	2.34	12	9.50	1.45	5	3	89668	0.08431756848315576
Verständnis	33	7.24	2.11	26	3.23	2.94	21	4.52	2.34	11	1	522636	0.10586350213996872
Begeisterung	22	8.86	1.39	21	6.57	2.62	17	5.12	2.96	12	4	206249	0.09937368729418171
Fortschritt	26	7.23	2.14	23	4.96	2.74	16	4.19	3.17	11	4	311872	0.12567849130966366
Termin	29	4.34	2.50	22	4.50	2.96	27	5.07	2.81	6	1	784459	0.05825178642171229
Hai	29	4.14	2.63	28	6.54	2.74	24	9.38	1.88	3	2	40316	0.0994967863422361
Förderung	20	7.30	1.63	21	4.24	2.47	19	4.00	3.00	9	4	583333	0.157482346036881
Bargeld	21	6.33	3.20	23	4.96	2.58	22	8.77	2.54	7	3	56140	0.08013575469728121
Sekt	26	5.62	2.25	26	4.15	3.12	17	9.71	0.69	4	3	49619	0.06828983482332605
Pudding	17	7.59	2.18	21	2.67	3.06	16	8.56	2.56	7	3	12870	0.09723518935173893
Reporter	27	5.30	1.64	28	3.07	2.40	15	8.13	2.47	8	3	71965	0.06940591034225499
Lizenz	24	5.00	1.69	23	3.04	2.84	29	5.69	3.21	6	1	156938	0.08751533157880877
Kapitel	22	6.82	2.06	26	2.08	2.35	17	6.82	2.30	7	3	573750	0.12944174663059685
Punkt	21	5.33	1.20	25	1.76	2.01	19	8.11	3.02	5	3	2514776	0.07220285516555762
Getränk	28	7.25	2.38	27	2.70	2.52	16	8.44	1.31	7	3	285012	0.08681605785213986
Spiel	30	7.27	2.23	19	5.63	1.95	14	5.57	2.93	5	4	4027421	0.06360656696158844
Eisenbahn	22	5.91	2.24	23	3.65	2.52	24	8.75	2.59	9	3	82159	0.1590056768926164
Selbstbewusstsein	22	7.45	1.53	25	5.00	2.75	18	4.67	3.45	17	4	193810	0.056038313899584045
Härte	20	4.50	1.64	25	4.88	2.68	22	4.45	3.29	5	1	71529	0.1444435301898503
Abzug	26	3.23	1.77	19	3.53	2.55	15	4.07	2.84	5	1	125451	0.10830198168949101
Beruf	22	6.45	2.26	24	3.88	3.03	25	7.12	2.88	5	4	661941	0.0866358799151597
Käfer	18	5.78	2.88	21	2.29	2.65	22	7.91	2.83	5	3	48076	0.07679152375018808
Krieg	33	0.97	2.57	18	8.28	1.93	20	7.15	3.08	5	2	1152063	0.10496418634947725
Tür	30	5.97	1.90	28	1.82	2.39	27	9.81	0.79	3	3	234481	0.02906964502824754
Prädikat	20	5.35	1.98	20	2.60	2.95	16	4.31	3.24	8	1	37659	0.05707590779905745
Hinderung	26	3.12	2.03	21	3.86	2.65	28	4.46	3.26	9	1	828	0.02867785247249095
Schwung	26	7.81	2.23	22	6.45	2.58	20	5.25	3.04	7	4	108735	0.043372541458306706
Gedicht	29	6.97	2.51	30	3.27	2.36	27	7.81	2.59	7	3	301657	0.06785947945702438
Strick	15	3.00	1.65	18	5.28	3.20	28	8.32	2.18	6	2	27658	0.09148024937393515
Volkswirtschaft	28	4.43	1.89	24	2.79	2.40	19	4.74	3.31	15	1	56655	0.059606880202194026
Ausstattung	33	5.94	1.52	22	2.09	2.51	20	5.40	2.64	11	1	289283	0.13596201551736248
Waffenstillstand	21	7.05	2.29	22	5.41	2.70	17	6.76	2.68	16	4	21195	0.07836715978878647
Veranda	22	7.59	1.44	34	2.32	2.34	21	8.48	1.99	7	3	15328	0.05975417184629946
Kammer	18	3.56	1.69	20	2.60	2.56	25	7.48	2.47	6	3	147445	0.08259671491240483
Erzeugnis	32	5.84	2.03	20	2.05	2.14	20	5.25	2.88	9	1	55574	0.13934039080186247
Karussell	26	6.69	2.38	20	4.20	3.16	31	8.26	2.79	9	3	14474	0.0557864423438813
Überdruck	24	3.54	2.38	28	5.39	3.39	24	4.63	3.06	9	2	8125	0.07185261176252385
Rost	26	2.81	2.04	23	1.78	1.83	26	7.85	2.74	4	3	54472	0.05801513687951207
Mehrheit	37	5.68	1.70	22	3.55	2.63	23	5.70	3.51	8	1	448284	0.092073573566133
Einsatz	26	6.04	2.29	25	4.44	3.23	22	4.64	2.48	7	4	1688647	0.1074849723129747
Pedal	31	5.48	2.14	21	1.86	2.15	13	8.31	2.29	5	3	31466	0.08594372259616855
Sehnsucht	27	5.48	2.08	27	6.59	2.44	25	5.68	3.17	9	4	154829	0.15673236771333315
Selbstverständlichkeit	30	6.27	2.18	28	3.57	2.62	24	3.75	3.31	22	1	66012	0.07627205374200793
Panik	28	1.89	2.82	24	8.08	2.47	24	6.21	3.15	5	2	130796	0.10782131757758656
Nachbarschaft	18	6.06	2.31	24	3.00	2.70	25	6.16	2.87	13	1	124271	0.08223580823969255
Mannschaft	28	6.21	1.79	16	3.31	2.60	26	8.08	2.24	10	3	1361989	0.04534119044971892
Party	32	7.38	2.04	28	6.54	2.76	25	8.24	1.42	5	4	284645	0.08107628161331203
Kartoffel	27	6.30	2.48	29	1.10	1.99	19	8.68	3.13	9	3	148294	0.12251393891617342
Ewigkeit	20	6.05	2.24	25	3.60	2.87	21	3.48	3.23	8	1	137889	0.1737173939191956
Kies	29	4.97	1.38	26	2.35	2.97	24	9.04	2.31	4	3	24555	0.04646051638657504
Unterwelt	19	3.58	1.77	29	5.17	2.61	21	4.90	2.95	9	2	29301	0.12849096702393767
Integrität	18	7.22	1.52	14	4.14	3.16	25	3.44	2.99	10	4	32876	0.13234727159827295
Endung	18	4.83	1.76	25	1.40	2.50	25	4.40	2.86	6	1	25721	0.0605285186621209
Stahl	35	4.60	2.08	21	3.57	2.62	22	7.36	2.74	5	3	120471	0.06982353601155099
Verband	21	4.38	1.91	16	1.50	1.41	19	6.05	3.19	7	1	496085	0.11023634748869447
Einstimmung	30	6.27	1.26	20	3.15	2.08	25	3.20	2.58	11	1	19385	0.06378596537518105
Prognose	31	5.39	1.96	19	3.53	3.45	24	4.04	3.17	8	1	163316	0.11480665013650207
Entfremdung	25	1.80	1.19	20	5.60	2.48	16	3.06	2.02	11	2	19832	0.14789073594129307
Hass	28	0.96	1.26	27	7.15	2.71	29	5.48	3.09	4	2	140495	0.11393910009735925
Geschoss	19	4.05	2.63	18	5.17	3.42	25	6.64	2.56	8	2	61024	0.1213746029321326
Auftrag	34	5.50	1.97	15	3.47	1.88	29	5.66	2.73	7	1	721225	0.1096566704258734
Schiffbruch	29	1.83	1.47	19	5.37	1.95	18	7.06	2.96	11	2	7717	0.05391157599775495
Vorrecht	22	4.68	2.80	23	4.22	2.81	20	4.55	3.17	8	1	12529	0.07032800201627994
Sonate	22	6.36	2.42	20	3.85	3.00	25	5.52	3.18	6	4	12374	0.05638467709754305
Geschäft	35	5.03	1.93	26	2.35	2.15	15	7.80	2.31	8	3	684932	0.0999604440896724
Entspannung	20	8.90	2.17	28	3.04	3.32	29	4.83	3.09	11	4	151669	0.12349983691189578
Schwierigkeit	33	3.55	2.22	26	5.12	2.76	21	5.10	3.03	13	2	444046	0.033276470100167106
Regenbogen	14	8.00	2.08	23	3.30	2.91	21	9.29	1.55	10	3	32942	0.0636754407522868
Mikrofon	27	5.89	1.50	32	3.84	2.89	24	9.29	1.63	8	3	66735	0.03635720529229809
Sand	29	6.72	2.40	17	1.82	2.43	20	8.65	3.01	4	3	275788	0.07335428995287684
Fall	16	4.94	2.64	18	4.61	3.16	11	4.91	2.51	4	1	3994530	0.07566532118080738
Bär	24	6.33	2.41	26	5.00	2.67	27	8.59	2.66	3	4	120156	0.08685552444232796
Entstehung	29	6.03	1.94	23	3.70	2.30	26	4.58	2.98	10	1	226122	0.11444598202045092
Hof	20	6.00	1.52	24	2.04	2.69	22	8.18	2.08	3	3	320773	0.11712904586594934
Horizont	30	7.27	2.23	30	4.37	2.85	31	8.00	2.24	8	4	133993	0.0913449438723549
Geschichte	27	6.11	1.76	32	3.63	2.24	18	4.39	3.09	10	1	2991579	0.1110882552491945
Zukunft	31	7.00	2.07	17	7.35	1.93	26	4.58	3.56	7	4	1751249	0.02133863917786099
Bemühung	24	5.38	2.02	21	3.86	2.37	9	3.89	3.06	8	1	180844	0.11290143546508488
Bezug	17	5.47	1.12	17	1.41	1.94	14	4.86	2.93	5	1	709401	0.08524536896166295
Nase	31	6.16	1.27	26	2.42	2.77	21	9.95	0.22	4	3	421448	0.09070227815234899
Haus	28	7.32	2.33	23	2.70	2.49	20	9.75	0.55	4	3	3828843	0.10637765812691402
Flug	21	5.71	2.74	12	5.17	2.62	18	8.11	1.68	4	4	382129	0.0932084926456484
Eingabe	34	4.94	1.92	27	1.26	1.79	16	4.50	2.45	7	1	146384	0.132613988574157
Utopie	27	5.22	1.99	28	5.57	2.92	21	4.19	2.77	6	4	50930	0.08404053802860796
Fazit	22	6.50	2.28	29	3.93	2.91	27	4.85	3.23	5	4	427465	0.09656659248885796
Krimi	20	5.75	1.62	27	6.41	2.55	35	7.69	1.98	5	4	84060	0.10375408056075788
Urlaub	24	9.00	1.25	29	7.28	2.14	32	7.50	2.58	6	4	821186	0.04787407883514344
Meinung	20	6.70	2.05	24	5.58	2.57	18	5.44	3.29	7	4	2294776	0.07366287045333035
Pianist	27	7.15	2.18	17	3.94	2.66	20	8.60	2.21	7	3	46775	0.05503950145482989
Keramik	25	5.84	1.55	24	1.17	1.58	13	7.08	2.47	7	3	47954	0.0973075107399839
Kenner	39	6.77	2.23	23	3.52	2.35	8	3.63	1.41	6	1	59544	0.04625654833281985
Frist	30	3.17	1.72	28	5.68	2.82	19	6.16	3.15	5	2	213667	0.06117855530259467
Investition	23	5.87	1.71	27	4.33	2.59	24	4.67	3.47	11	1	336269	0.14331306068601166
Lücke	26	3.65	1.26	25	3.04	2.51	18	6.17	2.64	5	1	196655	0.057840340937939105
Auslegung	24	3.96	2.37	22	2.27	2.41	27	2.78	2.86	9	1	117520	0.11172372868485317
Tablette	23	3.43	2.00	21	3.43	2.77	29	9.59	0.95	8	3	1	0.0
Einzug	24	5.67	2.39	24	3.88	3.04	19	5.26	3.05	6	1	142141	0.08255643131178449
Synthese	33	5.58	1.64	26	3.35	2.53	14	5.21	3.70	8	1	40851	0.1238544591959065
Diebstahl	24	2.17	1.71	25	6.12	2.37	25	5.88	2.85	9	2	85286	0.09251117723120064
Signal	20	5.25	1.55	20	5.25	3.24	27	6.59	2.69	6	4	327111	0.07208166709412935
Deutung	37	5.73	1.92	24	2.04	1.92	29	2.72	2.45	7	1	68698	0.1571076813388184
Solo	21	4.33	2.06	20	3.80	2.75	18	5.39	3.09	4	1	42132	0.06534996269835978
Betreff	26	4.77	1.56	24	1.50	1.82	21	3.71	3.05	7	1	54052	0.07168327260596208
Auflösung	22	3.68	2.57	29	3.79	2.80	14	4.43	3.37	9	1	341355	0.10711384157753306
Rasen	25	7.28	2.03	21	1.90	2.30	24	8.71	2.20	5	3	92819	0.0890814266496298
Penetration	18	3.50	2.04	25	6.60	2.97	22	6.55	2.91	11	2	4117	0.060376096598310086
Abruf	28	4.07	1.78	20	3.00	2.75	23	4.39	3.13	5	1	25966	0.1568362358380784
Konsens	27	6.52	2.05	24	3.42	2.92	21	3.43	2.48	7	1	80551	0.10746074260978172
Rattengift	34	2.44	2.85	23	4.30	2.98	17	7.47	2.65	10	2	3109	0.0685451742620962
Auswertung	26	5.31	1.85	25	3.20	2.78	21	4.48	3.44	10	1	216490	0.11139339823847115
Ehrlichkeit	25	7.96	2.34	17	4.76	2.46	21	3.81	3.57	11	4	44397	0.08045432317668003
Arm	27	6.44	1.93	24	2.25	2.71	26	9.04	2.58	3	3	305278	0.0653957197901383
Geschmack	19	6.89	1.41	33	4.76	2.54	24	5.21	3.46	9	4	413614	0.05768547121672665
Tango	32	6.09	2.72	25	5.08	3.13	21	8.62	2.16	5	3	6665	0.07228479213014412
Reserve	30	5.63	2.04	20	2.70	3.01	24	3.75	2.69	7	1	115197	0.07307545268403476
Einzelheit	36	5.11	1.85	33	2.91	2.38	27	2.93	3.16	10	1	118912	0.10702117811652652
Saum	32	5.22	1.21	21	0.86	1.35	17	7.47	2.70	4	3	12015	0.05992355969898387
Aufbewahrung	29	5.66	1.95	29	2.00	2.35	25	5.68	2.63	12	1	27178	0.13651342597659466
Rüstung	26	4.12	2.41	31	4.23	3.38	21	8.33	2.87	7	3	91503	0.05044488697558107
Wolkenkratzer	36	4.81	2.29	28	3.79	2.88	25	9.84	0.47	13	3	15039	0.07792190937661071
Verschluss	22	4.59	2.02	28	2.89	2.60	23	7.48	1.68	10	3	48606	0.06932910185942144
Metropole	28	6.46	2.59	21	5.29	1.98	25	6.64	2.58	9	4	102369	0.11469572840369388
Adler	24	6.50	2.92	28	4.96	2.63	27	8.81	2.83	5	3	80683	0.1211817163270708
Rock	32	6.47	1.98	20	4.75	3.21	20	8.60	2.74	4	3	244550	0.061833961579854636
Insolvenz	23	1.09	1.70	18	5.83	3.03	35	5.49	3.47	9	2	71278	0.12387174035155249
Gegensatz	20	4.35	1.42	22	4.77	2.64	20	6.00	3.11	9	2	707528	0.0818163469951333
Schnitt	18	3.83	1.72	16	3.69	3.03	23	6.70	2.74	7	1	222792	0.07150839253438872
Bewohner	25	5.96	1.54	24	2.13	2.29	19	6.95	2.12	8	3	379468	0.13174035263334652
Dimension	25	6.52	1.61	32	3.44	3.12	13	1.77	2.01	9	1	251729	0.1186052042312423
Minute	27	4.85	1.75	20	2.60	2.23	25	6.76	3.64	6	3	2633440	0.057117083788057875
Stirn	26	5.38	1.20	24	1.88	2.11	30	9.37	0.93	5	3	116636	0.057371938192408246
Liebeserklärung	29	8.97	1.64	24	8.00	1.53	18	7.11	2.25	15	4	14619	0.24647296252286272
Gültigkeit	35	4.97	1.92	27	2.70	2.49	23	4.91	3.27	10	1	80789	0.11285814389840874
Säure	35	3.29	2.35	31	5.19	2.48	27	6.78	2.41	5	2	68708	0.12132380297231625
Quote	23	3.83	1.87	24	2.88	2.61	21	4.29	3.08	5	1	221445	0.04849401753087992
Gestirn	18	6.39	1.58	21	2.57	1.80	24	6.25	3.04	7	1	9524	0.10509924547438451
Vollkommenheit	40	7.35	2.56	20	6.70	2.68	26	4.23	2.80	14	4	23176	0.11145266588773976
Schauder	25	3.20	2.50	24	5.71	2.58	18	4.22	2.92	8	2	3111	0.07796827181078274
Ofen	26	6.58	2.59	20	4.00	2.60	21	7.90	2.68	4	3	119146	0.08993857298170471
Benutzung	31	5.58	1.69	26	2.65	2.50	25	4.76	3.22	9	1	134143	0.12318289803952251
Organisation	28	5.61	2.08	24	3.04	2.26	17	5.47	3.39	12	1	872048	0.11724181708483948
Trikot	39	5.82	1.96	34	2.06	2.09	22	7.27	3.30	6	3	87974	0.056721167484306674
Korrektur	30	4.30	2.18	25	3.72	2.15	28	6.29	2.76	9	1	142886	0.06185770211990685
Zwerg	26	4.50	2.00	33	3.03	2.93	33	8.67	2.25	5	3	102012	0.06694243832052078
Beziehung	24	7.29	2.42	25	6.16	3.01	24	5.83	3.02	9	4	961132	0.2166151505916144
Gen	24	5.38	1.44	26	3.08	2.62	21	5.76	3.66	3	1	136218	0.09622518620674954
Manipulation	25	2.68	2.46	25	6.44	2.68	21	3.95	3.11	12	2	73752	0.1410424681295913
Kosmos	26	6.73	2.05	26	6.54	2.72	25	6.48	2.74	6	4	52167	0.1205180458814917
Parlament	30	4.73	1.87	23	3.43	3.19	25	7.56	2.55	9	3	306135	0.07500214938085525
Hand	19	5.21	1.90	18	4.72	3.54	18	9.50	1.89	4	3	2837874	0.11564751376798749
Ellbogen	34	4.79	1.97	27	2.48	2.56	12	9.67	0.65	8	3	13972	0.04524364044184014
Verletzung	28	2.29	2.92	35	6.54	2.48	13	7.85	1.91	10	2	405143	0.08563425291597579
Rennen	18	5.17	1.72	16	5.31	3.34	19	8.53	2.17	6	3	387037	0.06760465356764339
Staat	30	4.00	2.21	32	4.09	3.10	26	6.15	3.25	5	1	1548598	0.0994128660324866
Erhöhung	26	5.50	2.67	24	3.75	2.52	16	5.13	3.05	8	1	228061	0.12188796658919072
Stein	16	6.06	2.21	30	1.63	1.90	23	9.43	1.73	5	3	639703	0.08862403996163744
Dosenöffner	33	5.39	2.00	16	1.69	1.96	29	8.55	2.69	11	3	4948	0.0332345029284858
Lamm	27	7.15	2.25	25	1.76	2.01	30	8.77	2.50	4	3	45766	0.2432515353468584
Krabbe	25	5.40	1.98	21	2.71	3.04	30	9.37	1.22	6	3	15307	0.06253574636265148
Bereinigung	30	4.90	2.55	26	3.00	2.67	18	4.72	3.46	11	1	8628	0.10455983000220598
Risiko	20	5.05	2.70	28	6.79	2.38	20	4.70	3.59	6	4	788064	0.042184382076311436
Freilassung	22	6.50	1.71	27	4.78	2.79	18	6.17	3.05	11	4	27927	0.06659073580481417
Kuppe	20	5.10	1.59	24	2.00	2.45	27	5.85	2.89	5	1	11086	0.05091973082928089
Katze	24	6.08	2.76	20	3.55	2.95	22	9.91	0.29	5	3	648867	0.08507694082546413
Vermögen	30	7.47	2.30	23	4.87	2.94	18	4.94	2.94	8	4	221417	0.03841510649314752
Mönch	31	5.19	1.78	34	1.88	2.01	21	8.86	1.56	5	3	132301	0.03993382700560638
Abwesenheit	29	3.72	2.09	20	3.40	2.82	22	3.45	2.06	11	1	80570	0.14535212783716972
Objekt	27	4.59	1.37	23	2.35	2.48	25	4.96	3.18	6	1	572211	0.11024983366155004
Hinblick	31	5.87	2.00	26	2.31	1.67	21	2.62	2.77	8	1	284226	0.09073349240884258
Werk	31	6.26	2.05	19	3.47	3.03	17	5.06	2.93	4	1	1349729	0.06625588502469094
Wimper	23	6.17	1.99	26	3.77	2.72	23	9.35	2.12	6	3	25367	0.058918914164945345
Klausur	32	3.13	2.15	23	6.26	2.61	27	8.26	2.03	7	2	80417	0.07277484670235948
Sonne	25	8.92	1.12	24	6.17	3.17	29	8.66	2.04	5	4	829062	0.07780841299152108
Zentrale	24	5.00	1.56	21	1.76	1.97	17	5.06	2.63	8	1	57792	0.030366700201620134
Loch	28	4.25	2.03	32	3.22	2.56	15	9.47	0.83	4	3	356645	0.10467493791825616
Unwohlsein	18	1.56	1.34	19	4.95	3.31	20	4.70	3.10	10	2	12952	0.07739474502375074
Garde	27	4.52	2.41	26	2.38	2.59	21	6.10	3.22	5	1	44366	0.03674590435263689
Befreiung	27	7.81	2.48	30	6.63	3.16	23	4.35	2.89	9	4	131868	0.1337342629168829
Ausbeutung	17	1.53	1.77	27	7.22	2.47	20	4.50	2.98	10	2	66168	0.08331309873156587
Versorgung	32	6.03	2.24	19	3.74	2.47	17	4.12	2.03	10	1	350369	0.06971888148082649
Verhandlung	27	4.89	2.42	31	5.00	2.72	19	5.00	2.71	11	1	311131	0.05431102809519541
Ausgang	22	5.27	2.41	21	2.81	2.46	16	7.94	2.32	7	3	211316	0.12454944422020452
Gedächtnis	30	7.27	1.91	21	3.71	1.93	25	5.64	3.29	10	4	147010	0.12066865254718408
Pegel	22	4.95	1.36	18	3.00	2.20	28	6.57	2.75	5	1	28731	0.08172620957220683
Besetzung	20	5.00	2.85	26	3.81	3.35	23	5.09	2.54	9	1	163437	0.09287570162253767
Hierarchie	20	3.10	1.86	21	5.90	3.10	17	5.53	2.65	10	2	52863	0.11202556812212468
Gespenst	32	4.81	2.15	24	5.13	2.42	23	7.61	2.59	8	2	32441	0.10048305536129126
Kontrolle	20	3.65	2.13	23	5.39	3.27	21	5.00	3.27	9	2	588745	0.09667877187436966
Bombe	26	1.19	1.52	27	7.81	2.65	22	8.18	1.84	5	2	63357	0.11615470674485401
Biene	33	6.58	2.00	24	4.29	2.97	24	9.50	1.02	5	3	88855	0.10890010165853745
Blut	28	4.18	2.40	19	6.42	2.36	21	9.19	2.23	4	2	514733	0.07010723497670955
Traktor	29	5.52	2.26	20	2.45	2.89	30	9.07	2.00	7	3	45177	0.055640339071879784
Anteil	31	5.77	1.80	24	3.33	2.44	24	4.21	2.67	6	1	677885	0.10648791052919522
Ausdruck	22	6.00	2.62	19	2.53	2.87	23	4.22	2.91	8	1	592404	0.15035786019048733
Schmutz	28	2.50	1.97	33	3.97	2.17	21	6.52	2.44	7	2	56924	0.04655209878238505
Himmel	23	8.30	1.58	25	4.32	2.93	26	8.12	2.12	6	4	711531	0.12325304606907686
Zahlung	31	4.65	2.11	21	4.95	2.80	35	6.14	2.57	7	2	275442	0.08165702983724182
Gunst	32	6.19	2.53	22	3.09	2.43	26	4.77	2.76	5	1	134318	0.12098120168848402
Literatur	18	7.39	2.28	26	4.96	2.96	27	4.78	2.93	9	4	486010	0.1166862940548177
Hoffnung	16	7.50	2.63	26	6.19	2.79	27	4.56	3.03	8	4	718330	0.1330802640916761
Folgerung	23	6.13	1.71	22	2.91	2.33	27	3.63	2.68	9	1	18452	0.11134298676646197
Entwicklung	29	7.45	1.40	31	3.90	2.44	21	4.29	3.13	11	4	2303242	0.06990059885746724
Schwamm	27	4.96	1.60	32	1.16	1.82	26	8.42	1.70	7	3	29862	0.07741143543136922
Fön	23	5.17	2.23	23	1.43	1.73	18	8.67	2.30	3	3	14756	0.09159030595385782
Eigentum	30	6.53	2.52	26	4.08	2.28	22	6.91	2.16	8	4	198322	0.13921913412428158
Sahne	32	7.19	2.15	24	3.54	2.84	31	9.13	1.89	5	3	68250	0.07342050166410653
Formular	20	3.20	1.44	36	2.36	2.63	18	8.67	1.61	8	3	172559	0.12479995095504869
Aufzählung	29	4.79	1.54	28	1.79	1.99	20	3.70	2.70	10	1	36853	0.1115464285191263
Job	17	6.88	2.64	17	5.00	2.98	23	6.74	2.73	3	4	539413	0.0847831911247431
Kot	20	2.15	2.39	19	3.47	2.87	22	9.27	1.58	3	2	38870	0.13405973761062723
Lokomotive	27	6.15	2.11	25	2.60	2.77	18	9.78	0.55	10	3	53518	0.0707959774697547
Ärger	31	2.26	2.11	21	6.90	2.55	25	6.16	3.21	5	2	157413	0.10601701132104165
Alarm	18	4.39	1.75	25	6.76	3.35	23	6.65	2.81	5	2	67024	0.0384862119036095
Docht	25	5.64	1.70	27	2.22	2.19	26	9.46	1.07	5	3	6213	0.03925901238354837
Scheitel	26	4.62	1.55	23	1.83	2.31	20	7.40	3.03	8	3	11136	0.07326505939828548
Sabotage	29	2.41	2.16	22	5.77	2.67	17	4.82	2.46	8	2	10673	0.10921806192321412
Verachtung	32	2.09	2.54	21	6.81	2.60	21	4.38	2.91	10	2	26819	0.05750348557249084
Kragen	37	4.70	1.39	33	1.67	2.25	18	8.28	1.84	6	3	48296	0.0646014399201494
Mächtigkeit	20	4.85	2.03	23	5.22	2.84	29	4.21	2.18	11	1	6740	0.06920795155789305
Besteck	36	5.08	1.66	27	1.89	2.41	20	9.65	0.81	7	3	20217	0.041245879067220735
Orientierung	32	6.34	2.09	12	4.50	2.54	20	3.60	2.85	12	1	206088	0.09438910464889233
Autorin	21	7.29	1.90	24	4.29	2.85	20	7.00	3.24	7	4	248386	0.14268089071279821
Operation	15	3.93	2.66	23	7.17	2.17	22	6.77	2.52	9	2	290742	0.10523433785876397
Verordnung	21	3.57	1.89	31	3.71	2.80	21	5.29	3.35	10	1	201972	0.046815016499372086
Unterlage	27	4.89	1.40	21	2.05	2.16	20	6.70	2.54	9	3	276257	0.08543992720041425
